# time position
7.695390781563125948e+00 -3.591838267128801276e-01
7.755511022044087710e+00 -6.366686893155275306e-02
7.815631262525049472e+00 -8.870185951117383338e-02
7.875751503006012122e+00 -1.008801599699965523e-02
7.935871743486973884e+00 -1.640334202224298377e-01
7.995991983967935646e+00 6.833864136859321703e-02
8.056112224448897408e+00 7.031790152081521250e-02
8.116232464929860058e+00 2.190457966209692284e-02
8.176352705410820931e+00 1.623132078393392796e-01
8.236472945891783581e+00 1.394140543731239856e-01
8.296593186372744455e+00 7.598076712135429234e-02
8.356713426853707105e+00 7.531726180674852555e-03
8.416833667334669755e+00 -1.008954416228430295e-02
8.476953907815630629e+00 1.015997692345026737e-01
8.537074148296593279e+00 -1.335091612545339368e-01
8.597194388777554153e+00 -1.858713676989794117e-02
8.657314629258516803e+00 5.247901681534933305e-02
8.717434869739479453e+00 1.125894891423032118e-01
8.777555110220440326e+00 5.323597637112214426e-02
8.837675350701402976e+00 -2.667084220815194029e-02
8.897795591182363850e+00 2.656069407089284851e-01
8.957915831663326500e+00 3.005218668538289783e-02
9.018036072144287374e+00 3.454639808300272175e-01
9.078156312625250024e+00 4.846380568911711623e-02
9.138276553106212674e+00 5.613190585351866824e-02
9.198396793587173548e+00 -1.345956413800812324e-01
9.258517034068136198e+00 1.547297495533636602e-01
9.318637274549097071e+00 -1.474271258385510819e-02
9.378757515030059722e+00 6.692635235011550054e-02
9.438877755511022372e+00 8.397367943238288890e-02
9.498997995991983245e+00 2.224252171021769420e-01
9.559118236472945895e+00 7.068678646803001897e-02
9.619238476953906769e+00 2.809322611963356239e-02
9.679358717434869419e+00 -3.586494763411565700e-04
9.739478957915832069e+00 2.451482722646408097e-01
9.799599198396792943e+00 2.880910036367894528e-02
9.859719438877755593e+00 1.481285496913090638e-01
9.919839679358716467e+00 6.951711320429877772e-02
9.979959919839679117e+00 1.199145061709518401e-01
1.004008016032064177e+01 -4.953164651943813002e-02
1.010020040080160264e+01 6.695484274925361801e-02
1.016032064128256529e+01 9.664545509752188457e-02
1.022044088176352616e+01 -2.135938105998713699e-02
1.028056112224448881e+01 -1.308084767083901312e-01
1.034068136272544969e+01 1.320921458677231097e-01
1.040080160320641234e+01 -1.204831242088445081e-02
1.046092184368737499e+01 -5.180567213359198175e-02
1.052104208416833586e+01 5.972419142254000585e-02
1.058116232464929851e+01 8.148401645418149042e-05
1.064128256513025939e+01 1.757805567117899370e-01
1.070140280561122204e+01 -3.945328693893225547e-03
1.076152304609218469e+01 -1.813277212505343683e-01
1.082164328657314556e+01 -2.507227376657082327e-02
1.088176352705410821e+01 -5.018806777385599605e-02
1.094188376753506908e+01 -7.344276301706569032e-02
1.100200400801603173e+01 -7.670992645768304197e-02
1.106212424849699438e+01 -1.628219036792577512e-01
1.112224448897795526e+01 3.117105135102086338e-02
1.118236472945891791e+01 -2.049806441920388744e-01
1.124248496993987878e+01 -5.687734203715872489e-02
1.130260521042084143e+01 -9.901792532980349670e-02
1.136272545090180230e+01 -1.539896432341504029e-01
1.142284569138276495e+01 -1.081495020530794798e-02
1.148296593186372760e+01 -2.340803894136318092e-02
1.154308617234468848e+01 -1.424545902961033006e-01
1.160320641282565113e+01 -7.522921071666612003e-02
1.166332665330661200e+01 9.394612910016814089e-02
1.172344689378757465e+01 -4.178736490016279198e-02
1.178356713426853730e+01 -7.926628001057541006e-03
1.184368737474949818e+01 7.462571632659564802e-03
1.190380761523046083e+01 1.163458849228691250e-01
1.196392785571142170e+01 2.393408820707751752e-02
1.202404809619238435e+01 -2.576641468521017470e-02
1.208416833667334700e+01 1.961782593657039955e-02
1.214428857715430787e+01 -1.591038726000901793e-01
1.220440881763527052e+01 -1.703825772982482389e-01
1.226452905811623140e+01 9.008451266906157551e-02
1.232464929859719405e+01 1.259198405918437735e-01
1.238476953907815670e+01 -2.356998469089366388e-02
1.244488977955911757e+01 2.667464004956981993e-02
1.250501002004008022e+01 -3.160796053523770577e-02
1.256513026052104109e+01 -1.728842330718007025e-02
1.262525050100200374e+01 3.081116402564776369e-02
1.268537074148296462e+01 7.453531101705300477e-02
1.274549098196392727e+01 8.037378493070304608e-02
1.280561122244488992e+01 3.124275689576407333e-01
1.286573146292585079e+01 9.525120867215242093e-02
1.292585170340681344e+01 1.001224391489823756e-01
1.298597194388777432e+01 -8.020790726318718922e-02
1.304609218436873697e+01 9.009189020645064216e-02
1.310621242484969962e+01 -2.072154939170426854e-02
1.316633266533066049e+01 -9.190485565604121498e-02
1.322645290581162314e+01 -9.556517617076523696e-02
1.328657314629258401e+01 1.529298413553586145e-01
1.334669338677354666e+01 9.821713210377784609e-02
1.340681362725450931e+01 9.693883046173143447e-02
1.346693386773547019e+01 1.997273128580697443e-01
1.352705410821643284e+01 -8.811450234563959760e-02
1.358717434869739371e+01 -1.785647918927279754e-01
1.364729458917835636e+01 8.904878504154261493e-03
1.370741482965931723e+01 -5.020681658002346115e-03
1.376753507014027988e+01 -2.104405542374588461e-02
1.382765531062124253e+01 -9.075007916029112498e-02
1.388777555110220341e+01 1.166182037687611694e-01
1.394789579158316606e+01 -3.053557384821802695e-02
1.400801603206412693e+01 8.241036914510321831e-03
1.406813627254508958e+01 9.839251254183858236e-03
1.412825651302605223e+01 -2.136371152380987445e-02
1.418837675350701311e+01 -5.840634462617255718e-02
1.424849699398797576e+01 7.809987189908136965e-03
1.430861723446893663e+01 -7.526461277835307107e-02
1.436873747494989928e+01 5.545096453908847367e-02
1.442885771543086193e+01 -1.245840432146230053e-03
1.448897795591182280e+01 7.117834370823168666e-02
1.454909819639278545e+01 -4.679399948147742322e-02
1.460921843687374633e+01 1.250386595995519878e-01
1.466933867735470898e+01 1.691423689234269889e-02
1.472945891783567163e+01 -1.139618583370751032e-01
1.478957915831663250e+01 7.588324290542769468e-02
1.484969939879759515e+01 -2.367779153972186454e-02
1.490981963927855602e+01 -1.597330327075331402e-01
1.496993987975951867e+01 1.775351486886657115e-01
1.503006012024047955e+01 7.665197974778860390e-05
1.509018036072144220e+01 2.325184393711794695e-02
1.515030060120240485e+01 -4.148460978052026515e-02
1.521042084168336572e+01 -9.020256604032314551e-02
1.527054108216432837e+01 -6.783754164214964022e-02
1.533066132264528925e+01 -4.889518447397414938e-03
1.539078156312625190e+01 -1.061600698702428874e-01
1.545090180360721455e+01 7.314156591120563045e-02
1.551102204408817542e+01 -1.100196701210025413e-01
1.557114228456913807e+01 -1.298360955301611774e-01
1.563126252505009894e+01 -9.243069463287310883e-02
1.569138276553106159e+01 -4.314426078471560178e-02
1.575150300601202424e+01 -1.117575526688062426e-01
1.581162324649298512e+01 1.302393772776178626e-01
1.587174348697394777e+01 2.683482012362590000e-02
1.593186372745490864e+01 3.348908996371772334e-02
1.599198396793587129e+01 -1.665758109291106681e-01
1.605210420841683217e+01 6.725115592667933739e-02
1.611222444889779482e+01 1.271890686543334370e-01
1.617234468937875747e+01 -1.182573604659864913e-01
1.623246492985972012e+01 3.364989101972626351e-02
1.629258517034067921e+01 4.286486137756372050e-02
1.635270541082164186e+01 8.059142392087782769e-02
1.641282565130260451e+01 -8.752203845822159600e-02
1.647294589178356716e+01 9.347008497728344356e-02
1.653306613226452981e+01 -1.426314390993079773e-01
1.659318637274548891e+01 2.547763647648190050e-02
1.665330661322645156e+01 2.051864641439860304e-01
1.671342685370741421e+01 -1.926467636404508021e-02
1.677354709418837686e+01 1.272645892848019711e-01
1.683366733466933951e+01 -1.152767792494676508e-02
1.689378757515029861e+01 1.002417964046939114e-01
1.695390781563126126e+01 1.135917242895006785e-01
1.701402805611222391e+01 3.411383846731033676e-02
1.707414829659318656e+01 -9.595394146167604554e-02
1.713426853707414921e+01 -4.782300402746372109e-02
1.719438877755510831e+01 -5.849853309236615478e-02
1.725450901803607096e+01 -3.226821958707718624e-02
1.731462925851703361e+01 -4.042981231523989916e-02
1.737474949899799626e+01 -6.153707347284716189e-02
1.743486973947895891e+01 -1.232229362453367560e-01
1.749498997995991800e+01 -4.465117945319640319e-02
1.755511022044088065e+01 1.425622181443030601e-01
1.761523046092184330e+01 6.006245609914204198e-02
1.767535070140280595e+01 2.175633562389286610e-02
1.773547094188376860e+01 -1.288915009916310472e-01
1.779559118236472770e+01 7.179725357638033767e-02
1.785571142284569035e+01 9.019274756994723197e-02
1.791583166332665300e+01 1.343373523004967422e-02
1.797595190380761565e+01 -9.376268172702871204e-03
1.803607214428857475e+01 -1.324148231009028842e-01
1.809619238476953740e+01 1.156993268456208007e-01
1.815631262525050005e+01 7.536479581329684485e-02
1.821643286573146270e+01 -1.028230409623122205e-01
1.827655310621242535e+01 3.596266354214679162e-02
1.833667334669338445e+01 1.552356093302683648e-01
1.839679358717434710e+01 1.393277299189396301e-01
1.845691382765530975e+01 1.677514314333196366e-02
1.851703406813627240e+01 -3.014597209323506555e-02
1.857715430861723505e+01 1.181000493097975612e-01
1.863727454909819414e+01 -2.444957557730508685e-04
1.869739478957915679e+01 1.717379838011307697e-03
1.875751503006011944e+01 9.215346631033825842e-02
1.881763527054108209e+01 -8.338442939447199276e-02
1.887775551102204474e+01 -9.410948818971215379e-02
1.893787575150300384e+01 2.148931493371264712e-01
1.899799599198396649e+01 -2.075310887485253605e-03
1.905811623246492914e+01 -2.816801765190308712e-02
1.911823647294589179e+01 1.976373188124270000e-02
1.917835671342685444e+01 -1.143825555752868428e-02
1.923847695390781354e+01 1.220217141638562375e-01
1.929859719438877619e+01 6.941113411089262775e-02
1.935871743486973884e+01 1.319556311012441349e-02
1.941883767535070149e+01 1.181128754554068849e-01
1.947895791583166414e+01 -7.788254417900418447e-02
1.953907815631262324e+01 -4.832270642111340109e-02
1.959919839679358589e+01 -2.960705827806128787e-02
1.965931863727454854e+01 -1.255814101618742823e-02
1.971943887775551119e+01 2.003121674210416037e-01
1.977955911823647384e+01 1.168167932783665541e-01
1.983967935871743293e+01 -1.064522166937244274e-01
1.989979959919839558e+01 -7.491461826833535620e-02
1.995991983967935823e+01 1.830951757809384101e-02
2.002004008016032088e+01 -1.405660342003331731e-01
2.008016032064128353e+01 8.765846500956595011e-02
2.014028056112224263e+01 7.074497036160559693e-02
2.020040080160320528e+01 1.679207101146682271e-02
2.026052104208416793e+01 -8.862757952240667148e-03
2.032064128256513058e+01 1.299763997603787212e-02
2.038076152304608968e+01 3.078009380479632129e-02
2.044088176352705233e+01 6.389315087562456863e-02
2.050100200400801498e+01 -6.742344556571162884e-02
2.056112224448897763e+01 3.397142505777920457e-02
2.062124248496994028e+01 2.081821391831492341e-01
2.068136272545089938e+01 -9.811442096095729370e-02
2.074148296593186203e+01 -1.795028331616474737e-01
2.080160320641282468e+01 -9.215575073516124593e-02
2.086172344689378733e+01 -9.284302897035862090e-02
2.092184368737474998e+01 -6.671542290043216972e-02
2.098196392785570907e+01 -1.057944042840389398e-01
2.104208416833667172e+01 -1.949621538907442275e-01
2.110220440881763437e+01 1.614553976210818809e-01
2.116232464929859702e+01 -9.002998347589472039e-02
2.122244488977955967e+01 -6.852658039343095808e-02
2.128256513026051877e+01 3.658992928879233747e-02
2.134268537074148142e+01 -1.670448068773123795e-01
2.140280561122244407e+01 -1.092504962278369879e-02
2.146292585170340672e+01 1.835878567884933477e-01
2.152304609218436937e+01 1.981757964226406668e-02
2.158316633266532847e+01 -6.292411191633572043e-02
2.164328657314629112e+01 -2.373514395000641541e-01
2.170340681362725377e+01 3.770892414581096530e-02
2.176352705410821642e+01 2.029553763645770142e-02
2.182364729458917907e+01 2.084486625113769198e-01
2.188376753507013817e+01 -7.540595738263894399e-02
2.194388777555110082e+01 1.127408823661883719e-01
2.200400801603206347e+01 1.763678487024590291e-01
2.206412825651302612e+01 1.247490993309832708e-02
2.212424849699398877e+01 -1.657784512313337510e-01
2.218436873747494786e+01 1.922589693105810071e-01
2.224448897795591051e+01 -2.499537313908778424e-02
2.230460921843687316e+01 4.181398121761900274e-03
2.236472945891783581e+01 -4.164419885577136382e-02
2.242484969939879846e+01 4.471100049095291101e-02
2.248496993987975756e+01 -8.203819654544179663e-02
2.254509018036072021e+01 2.081870224577032080e-01
2.260521042084168286e+01 -1.302421152452302722e-01
2.266533066132264551e+01 2.646392480568320743e-02
2.272545090180360461e+01 -3.663636638634892168e-02
2.278557114228456726e+01 -2.162394970627943835e-01
2.284569138276552991e+01 6.845658265517439757e-03
2.290581162324649256e+01 -5.230708214796639388e-02
2.296593186372745521e+01 4.673418185248489481e-02
2.302605210420841431e+01 -1.429833622531056711e-02
2.308617234468937696e+01 -5.663966611741222401e-02
2.314629258517033961e+01 -1.593641378692571553e-01
2.320641282565130226e+01 2.405276567547331990e-02
2.326653306613226491e+01 -5.098953345903283613e-02
2.332665330661322400e+01 1.136150825791308605e-02
2.338677354709418665e+01 1.414798691108729023e-02
2.344689378757514930e+01 -3.696741316203484146e-02
2.350701402805611195e+01 4.265947761606674049e-02
2.356713426853707460e+01 9.484332762156921781e-02
2.362725450901803370e+01 5.199733090229291532e-02
2.368737474949899635e+01 1.560612704144302351e-02
2.374749498997995900e+01 1.599577327529119186e-01
2.380761523046092165e+01 1.112844712529005575e-02
2.386773547094188430e+01 4.387947475128763791e-02
2.392785571142284340e+01 2.367880983665565653e-02
2.398797595190380605e+01 -1.635430505261759315e-01
2.404809619238476870e+01 4.046194973881915569e-03
2.410821643286573135e+01 -1.869125007237907449e-02
2.416833667334669400e+01 -1.589762306887095369e-03
2.422845691382765310e+01 -4.861833834279860600e-02
2.428857715430861575e+01 -3.582934589825260974e-02
2.434869739478957840e+01 -4.448754072458358660e-02
2.440881763527054105e+01 -8.040319808463250451e-02
2.446893787575150370e+01 2.798974378958887354e-03
2.452905811623246279e+01 -7.136024603346072248e-02
2.458917835671342544e+01 8.813245096740421336e-02
2.464929859719438809e+01 6.279186870202502213e-02
2.470941883767535074e+01 6.826227611817954621e-02
2.476953907815631339e+01 1.698244676130457320e-02
2.482965931863727249e+01 6.646265852535190866e-02
2.488977955911823514e+01 3.087846677785161670e-02
2.494989979959919779e+01 -9.325691779084283040e-02
2.501002004008016044e+01 -9.796040546250310566e-02
2.507014028056111954e+01 -6.647058703418830261e-02
2.513026052104208219e+01 3.058079881515805148e-02
2.519038076152304484e+01 1.653971159013956915e-01
2.525050100200400749e+01 -6.350854593252487634e-02
2.531062124248497014e+01 1.045677968043850631e-01
2.537074148296592924e+01 -9.996479272676435379e-02
2.543086172344689189e+01 -8.928196255947588866e-02
2.549098196392785454e+01 -2.258390347555401523e-01
2.555110220440881719e+01 1.533318207129703292e-01
2.561122244488977984e+01 -2.131493837017213455e-02
2.567134268537073893e+01 -1.152411380028826038e-01
2.573146292585170158e+01 2.294464276205250008e-01
2.579158316633266423e+01 5.987180092405604281e-02
2.585170340681362688e+01 -2.365355259387535158e-01
2.591182364729458953e+01 1.970293447812703214e-01
2.597194388777554863e+01 -2.126874748112612609e-02
2.603206412825651128e+01 -4.553944429734469238e-03
2.609218436873747393e+01 -6.072002174172982242e-02
2.615230460921843658e+01 -7.421378769903043404e-02
2.621242484969939923e+01 -1.166868706439558867e-01
2.627254509018035833e+01 -1.004501997849042566e-01
2.633266533066132098e+01 1.866995575278911079e-01
2.639278557114228363e+01 7.443055306577991970e-02
2.645290581162324628e+01 -1.718044279290894616e-03
2.651302605210420893e+01 -1.116072978114511331e-02
2.657314629258516803e+01 -5.754054692471193694e-02
2.663326653306613068e+01 1.873375450469712267e-02
2.669338677354709333e+01 -1.117053962871806388e-01
2.675350701402805598e+01 -6.303532837536991729e-02
2.681362725450901863e+01 5.711603764672251032e-02
2.687374749498997772e+01 -2.789361529274736115e-02
2.693386773547094037e+01 2.629293003198751241e-02
2.699398797595190302e+01 -1.514333157464702213e-02
2.705410821643286567e+01 -1.074991339995396700e-01
2.711422845691382832e+01 -1.952087993061903809e-02
2.717434869739478742e+01 -8.310940853245778193e-02
2.723446893787575007e+01 1.160984658286660920e-01
2.729458917835671272e+01 2.394838727417485883e-03
2.735470941883767537e+01 -6.615124003613251369e-02
2.741482965931863447e+01 -3.186634796587071994e-02
2.747494989979959712e+01 -4.517777252486077089e-02
2.753507014028055977e+01 2.989043751356445025e-02
2.759519038076152242e+01 -3.844232946478395863e-02
2.765531062124248507e+01 -2.106503613101261274e-02
2.771543086172344417e+01 -5.279721084945321330e-02
2.777555110220440682e+01 3.777475710029813000e-02
2.783567134268536947e+01 -6.631558774047693894e-02
2.789579158316633212e+01 -1.321611574062189765e-01
2.795591182364729477e+01 -3.803539830581946501e-02
2.801603206412825386e+01 -9.881753014202236673e-02
2.807615230460921651e+01 1.885038742165122960e-01
2.813627254509017916e+01 -1.400687587695136072e-01
2.819639278557114181e+01 7.218186061595183167e-02
2.825651302605210446e+01 -5.507650797878279464e-02
2.831663326653306356e+01 -5.459183404736645678e-02
2.837675350701402621e+01 2.683308979053331683e-02
2.843687374749498886e+01 -1.047754700607536477e-01
2.849699398797595151e+01 1.598725125816760906e-01
2.855711422845691416e+01 -1.109689563728664535e-01
2.861723446893787326e+01 1.750300186635997401e-01
2.867735470941883591e+01 9.347158517160085445e-02
2.873747494989979856e+01 2.709177803675055091e-02
2.879759519038076121e+01 -1.838204223339622023e-01
2.885771543086172386e+01 6.096542356801972623e-02
2.891783567134268296e+01 -3.715403660693213789e-02
2.897795591182364561e+01 3.012316073348614634e-02
2.903807615230460826e+01 1.304352694075170127e-01
2.909819639278557091e+01 -6.608266286169409143e-02
2.915831663326653356e+01 1.606253574883771129e-01
2.921843687374749265e+01 -5.502290673158915374e-02
2.927855711422845530e+01 1.674395497889996087e-01
2.933867735470941795e+01 -1.354593049499433488e-02
2.939879759519038060e+01 1.890536912605271513e-02
2.945891783567134325e+01 7.433868348815524107e-02
2.951903807615230235e+01 9.959902009007494048e-03
2.957915831663326500e+01 -2.040880686091044519e-02
2.963927855711422765e+01 -2.306139716252311456e-01
2.969939879759519030e+01 1.128383901707986775e-01
2.975951903807614940e+01 -5.052014687882037947e-02
2.981963927855711205e+01 -3.167848672964797621e-03
2.987975951903807470e+01 -7.189356538787479434e-02
2.993987975951903735e+01 1.229387065367725379e-01
3.000000000000000000e+01 -6.077198903292416882e-02
